區處別,系統代號,淨水場名稱,淨水場資訊,氟鹽(Fluoride),硝酸鹽氮(Nitrate),總溶解固體量(Total Dissolved Solids),糞便性大腸桿菌群(Fecal coliform),砷(Arsenic),自由有效餘氯(Free Chlorine Residual),濁度(Turbidity),色度(Color),臭度(Odor),總鹼度(Total Alkalinity),pH值(pH ),氯鹽(Chloride),硫酸鹽(Sulfate),氨氮(Ammonia),亞硝酸鹽氮(Nitrite),總硬度(Total Hardness),鐵(Iron),錳(Manganese),總菌落數(Total Bacterial Count),大腸桿菌群(Coliform Group),總三鹵甲烷(Total Trihalomethanes),鉛(Lead),硒(Selenium),汞(Mercury),鋅(Zinc),銀(Silver),銅(Copper),鉻(Chromium),鎳(Nickel),鎘(Cadmium),鋇(Barium),銻(Antimony),陰離子界面活性劑(Anionic Surfactants),靈丹(Lindane),安殺番(Endosulfan),巴拉刈(Paraquat),大利松(Diazinon),巴拉松(Parathion),一品松(EPN),氰鹽(Cyanate),酚(Phenols),達馬松(Methamidophos),丁基拉草(Butachlor),2，4-地(2，4-D),納乃得(Methomyl),滅必蝨(MIPC(Isoprocarb)),加保扶(Carbofuran),亞素靈(Monocrotophos),鋁(Aluminium),溴酸鹽(Bromate),三氯乙烯(Trichloroethene),四氯化碳(Carbon tetracholoride),1，1，1-三氯乙烷 (1，1，1-Trichloroethane),1，2-二氯乙烷(1，2-Dichloroethane),氯乙烯(Vinyl chloride),苯(Benzene),對-二氯苯(1，4-Dichlorobenzene),1，1-二氯乙烯(1，1-Dichloroethene),二氯甲烷(Dichloromethane),鄰-二氯苯(1，2-Dichlorbenzene),甲苯(Toluene),二甲苯(Xylene),順-1，2-二氯乙烯(cis-1，2-Dichloroethene),反-1，2-二氯乙烯(trans-1，2-Dichloroethene),四氯乙烯(Tetrachloroethene),鹵乙酸類(Haloacetic acids),水質合格否(Y/N)
七區,0703,手巾寮淨水場,手巾寮淨水場(Shoujinliao)高雄市美濃區福安里旗屏一路13-1號[0741024]{0703}<高雄市@Kaohsiung City>,0.16,1.09,433,－－,0.00088,0.52,0.15,<5,<1,199,7.5,5.92,127,ND,ND,289,<0.01,0.001,<1,<1,0.00038,0.0004,ND,0.0001,<0.01,<0.01,<0.01,<0.01,0.0001,ND,0.0321,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00401,Y
七區,0739,寶來淨水場,寶來淨水場(Baolai)高雄市六龜區寶來里寶來二巷29-1號[0747071]{0739}<高雄市@Kaohsiung City>,0.22,ND,442,－－,0.00074,0.61,0.25,<5,<1,211,7.6,18.2,128,ND,ND,267,0.02,0.002,<1,<1,0.00557,<0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0001,ND,0.0265,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0168,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00319,Y
七區,0750,牡丹淨水場,牡丹淨水場(Moodan)屏東縣牡丹鄉石門村石門路35之2號[0768029]{0750}<屏東縣@Pingtung County>,0.12,0.19,158,<1,0.00025,0.65,0.15,<5,<1,112,7.3,9.92,21.6,ND,ND,110,<0.01,ND,<1,<1,0.0156,0.0002,ND,ND,<0.01,ND,<0.01,<0.01,0.0003,ND,0.0046,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0688,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0192,Y
七區,0713,屏東淨水場,屏東淨水場(Pingtong)屏東縣屏東市林森路6號[0742012]{0713}<屏東縣@Pingtung County>,0.09,1.34,275,<1,0.00087,0.60,0.30,<5,<1,161,8.0,4.67,57.5,ND,ND,191,0.02,0.005,<1,<1,0.00202,<0.0001,ND,<0.0001,<0.01,<0.01,<0.01,<0.01,<0.0001,ND,0.0074,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0153,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00695,Y
七區,0718,三和淨水場,三和淨水場(Sanhe)屏東縣內埔鄉隘寮段861-1地號[0742107]{0718}<屏東縣@Pingtung County>,0.07,1.67,380,－－,0.00024,0.50,0.30,<5,<1,177,7.8,3.68,116,ND,ND,273,<0.01,ND,1,<1,0.00008,<0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,ND,ND,0.0031,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00379,Y
七區,0725,四春淨水場,四春淨水場(Sihchun)屏東縣潮州鎮四春段1036地號[0743055]{0725}<屏東縣@Pingtung County>,0.09,0.86,233,－－,0.00091,0.52,0.25,<5,<1,138,7.4,3.03,45.7,ND,ND,158,<0.01,ND,<1,<1,0.00083,0.0002,ND,0.0002,<0.01,<0.01,<0.01,<0.01,0.0001,ND,0.0015,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0139,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00223,Y
七區,0740,佳興淨水場,佳興淨水場(Jiasing)屏東縣泰武鄉佳興段811-1地號[0743082]{0740}<屏東縣@Pingtung County>,0.08,0.45,120,－－,0.00009,0.53,0.30,<5,<1,89.4,7.9,3.01,18.5,ND,ND,91.3,0.01,0.005,<1,<1,0.00069,ND,ND,<0.0001,<0.01,<0.01,<0.01,<0.01,<0.0001,ND,0.0022,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00488,Y
七區,0712,桑園淨水場,桑園淨水場(Sangyuan)屏東縣牡丹鄉牡丹村牡丹路250之1號[0768010]{0712}<屏東縣@Pingtung County>,0.10,0.16,126,－－,0.00019,0.57,0.65,<5,<1,88.6,7.6,15.2,6.14,ND,ND,75.2,0.08,ND,<1,<1,0.0394,<0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0043,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0005,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0212,Y
七區,0732,枋寮淨水場,枋寮淨水場(Fangliao)屏東縣枋寮鄉大響營一小段117地[0743159]{0732}<屏東縣@Pingtung County>,0.12,1.05,254,－－,0.00021,0.53,0.15,<5,<1,172,7.5,4.49,39.1,ND,ND,185,ND,ND,<1,<1,ND,0.0005,0.0007,0.0002,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0019,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0181,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00384,Y
七區,0743,佳平淨水場,佳平淨水場(Jiaping)屏東縣泰武鄉佳平段133地號[0743177]{0743}<屏東縣@Pingtung County>,0.09,4.33,176,－－,0.00007,0.64,0.35,<5,<1,91.8,7.0,4.87,24.4,ND,ND,115,0.03,ND,<1,<1,0.00094,<0.0001,ND,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0003,ND,0.0034,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00388,Y
七區,0724,力里淨水場,力里淨水場(Lili)屏東縣春日鄉力里段2016-1號[0743168]{0724}<屏東縣@Pingtung County>,0.12,0.26,240,－－,0.00028,0.57,0.15,<5,<1,162,7.6,2.81,45.8,ND,ND,189,<0.01,0.001,<1,<1,0.00009,0.0003,0.0007,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0033,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00198,Y
七區,0717,高士淨水場,高士淨水場(Gaoshih)屏東縣牡丹鄉高士村7號[0745068]{0717}<屏東縣@Pingtung County>,0.18,0.10,262,－－,0.00029,0.60,0.25,<5,<1,202,8.0,17.7,23.5,ND,ND,197,ND,ND,<1,<1,0.0295,0.0002,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0127,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0004,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0203,Y
七區,0715,高樹淨水場,高樹淨水場(Gaoshu)屏東縣高樹鄉華光路89號[0746010]{0715}<屏東縣@Pingtung County>,0.09,1.94,382,－－,0.00013,0.61,0.25,<5,<1,172,7.1,4.16,115,ND,ND,269,ND,ND,<1,<1,0.00008,0.0003,0.0007,<0.0001,0.01,<0.01,<0.01,<0.01,0.0001,ND,0.0101,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0191,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00212,Y
七區,0731,潮新淨水場,潮新淨水場(chaosin)屏東縣潮州鎮四春段1118-2地號[0743131]{0731}<屏東縣@Pingtung County>,0.08,0.50,204,－－,0.00025,0.54,0.15,<5,<1,130,8.0,2.34,43.8,ND,ND,153,ND,ND,<1,<1,0.00194,<0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0010,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00026,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00420,Y
七區,0736,瑪家淨水場,瑪家淨水場(Majia)屏東縣瑪家鄉瑪家段1121地號[0742049]{0736}<屏東縣@Pingtung County>,0.06,0.41,160,－－,0.00004,0.43,0.40,<5,<1,90.4,7.6,2.22,40.4,ND,ND,122,<0.01,ND,<1,<1,ND,<0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0024,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Y
七區,0714,餉潭淨水場,餉潭淨水場(siangtan)屏東縣新埤鄉新力段463地號[0743037]{0714}<屏東縣@Pingtung County>,0.15,1.13,161,－－,0.00012,0.57,0.20,<5,<1,124,7.4,3.44,19.8,ND,ND,122,ND,ND,<1,<1,0.00034,<0.0001,ND,0.0002,<0.01,<0.01,<0.01,<0.01,<0.0001,ND,0.0033,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00355,Y
七區,0707,廣興淨水場,廣興淨水場(Guangsing)屏東縣高樹鄉新大路關小段195-173地號[0746038]{0707}<屏東縣@Pingtung County>,0.07,3.96,122,－－,0.00023,0.57,0.25,<5,<1,44.7,6.4,9.22,2.43,ND,ND,24.7,ND,ND,<1,<1,0.00148,0.0004,ND,ND,0.07,<0.01,<0.01,<0.01,0.0003,<0.0001,0.0009,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00376,Y
七區,0747,霧台淨水場,霧台淨水場(Wutai)屏東縣霧台鄉霧台段840地號[0742058]{0747}<屏東縣@Pingtung County>,0.05,0.44,117,－－,0.00014,0.45,0.30,<5,<1,71.0,7.7,3.63,21.8,ND,ND,82.9,ND,ND,<1,<1,0.00599,<0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,ND,ND,0.0008,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00582,Y
七區,0729,馬公,馬公(Magong)澎湖縣馬公市烏崁里306號[0749115]{0729}<澎湖縣@Penghu County>,0.03,ND,336,<1,0.00007,0.74,0.25,<5,<1,37.3,8.3,177,19.1,ND,ND,27.4,0.01,ND,<1,<1,0.00064,0.0002,ND,0.0005,<0.01,<0.01,<0.01,<0.01,0.0005,ND,0.0004,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,<0.00001,ND,ND,ND,ND,ND,0.0207,0.0008,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00021,ND,ND,ND,ND,0.00517,Y
七區,0759,西嶼海淡廠,西嶼海淡廠(Siyu)澎湖縣西嶼鄉池西村27-3號[0749322]{0759}<澎湖縣@Penghu County>,0.02,ND,197,－－,ND,0.62,0.25,<5,<1,41.8,8.3,102,2.46,ND,ND,24.3,0.03,ND,<1,<1,0.00091,0.0002,ND,0.0007,<0.01,<0.01,<0.01,ND,0.0002,ND,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00421,Y
七區,0756,望安海淡廠,望安海淡廠(Wang-an)澎湖縣望安鄉西安村37-1號[0749106]{0756}<澎湖縣@Penghu County>,0.02,0.04,243,－－,0.00005,0.73,0.25,<5,<1,32.9,8.3,103,29.4,ND,ND,37.3,0.02,ND,<1,<1,0.00103,0.0003,ND,0.0002,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0003,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00005,ND,ND,ND,ND,ND,0.0294,0.0008,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00008,ND,ND,ND,0.00359,Y
八區,0801,深溝淨水場,深溝淨水場(Shengou)宜蘭縣員山鄉員山路2段236號[0862019]{0801}<宜蘭縣@Yilan County>,0.06,0.55,135,<1,0.00012,0.52,0.15,<5,<1,62.0,7.4,3.12,17.9,ND,ND,87.0,0.02,ND,<1,<1,0.00091,ND,ND,ND,<0.01,ND,<0.01,ND,0.0001,ND,0.0009,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0554,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00103,Y
八區,0804,廣興淨水場,廣興淨水場(Kuanhsin)宜蘭縣冬山鄉廣興路90巷51號[0861012]{0804}<宜蘭縣@Yilan County>,0.06,0.76,174,<1,0.00013,0.51,0.15,<5,<1,98.6,7.0,3.33,27.9,ND,ND,111,0.04,ND,<1,<1,ND,0.0001,ND,ND,<0.01,ND,<0.01,<0.01,0.0002,ND,0.0006,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0142,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Y
八區,0804,蘇澳淨水場,蘇澳淨水場(Shuao)宜蘭縣蘇澳鎮光明路5號[0861085]{0804}<宜蘭縣@Yilan County>,0.05,0.39,149,<1,0.00030,0.48,0.15,<5,<1,94.0,6.7,7.42,15.8,ND,ND,103,0.02,0.003,<1,<1,0.00319,0.0002,ND,ND,<0.01,ND,<0.01,<0.01,0.0003,ND,0.0039,ND,ND,ND,ND,ND,ND,ND,ND,0.001,ND,ND,ND,ND,ND,ND,ND,ND,0.0208,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00025,ND,Y
八區,0815,四季淨水場,四季淨水場(Sihji)宜蘭縣大同鄉四季段[0862073]{0815}<宜蘭縣@Yilan County>,0.05,0.22,131,－－,0.00024,0.50,0.15,<5,<1,85.1,8.0,0.97,13.9,ND,ND,93.8,0.01,<0.001,<1,<1,0.00307,ND,ND,ND,<0.01,ND,<0.01,ND,0.0003,<0.0001,0.0030,0.0001,0.03,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0177,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00453,Y
八區,0818,東澳淨水場,東澳淨水場(Dongao)宜蘭縣南澳鄉東岳段839地號[0861107]{0818}<宜蘭縣@Yilan County>,ND,0.46,113,－－,0.00194,0.47,0.15,<5,<1,68.3,7.1,4.63,12.7,ND,ND,80.5,0.01,0.001,<1,<1,0.00016,0.0006,ND,ND,<0.01,ND,<0.01,<0.01,0.0002,<0.0001,0.0091,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00001,ND,ND,ND,ND,ND,0.0117,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00040,Y
八區,0813,松羅淨水場,松羅淨水場(Songluo)宜蘭縣大同鄉松羅村松羅段[0862055]{0813}<宜蘭縣@Yilan County>,ND,0.34,59.9,－－,0.00007,0.53,0.20,<5,<1,24.0,7.7,1.89,12.1,ND,ND,33.7,<0.01,ND,3,<1,0.00122,0.0003,ND,ND,<0.01,ND,<0.01,ND,0.0002,ND,0.0032,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0193,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00213,Y
八區,0819,金洋淨水場,金洋淨水場(Jinyang)宜蘭縣南澳鄉金洋段1-163地號[0861116]{0819}<宜蘭縣@Yilan County>,0.04,0.54,100,－－,0.00125,0.46,0.15,<5,<1,52.3,7.4,4.30,12.4,ND,ND,61.0,<0.01,ND,<1,<1,0.00053,0.0004,ND,ND,ND,ND,<0.01,<0.01,0.0002,<0.0001,0.0029,ND,0.03,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0114,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00060,Y
八區,0816,南山淨水場,南山淨水場(Nanshan)宜蘭縣大同鄉南山段[0862082]{0816}<宜蘭縣@Yilan County>,0.06,0.16,324,－－,0.00022,0.48,0.15,<5,<1,156,8.3,1.04,82.0,ND,ND,236,0.01,<0.001,<1,<1,0.00455,0.0003,ND,ND,<0.01,ND,<0.01,ND,0.0004,<0.0001,0.0097,0.0001,0.04,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0249,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00415,Y
八區,0810,碧侯淨水場,碧侯淨水場(Bihou)宜蘭縣南澳鄉南澳段1860-1地號[0861143]{0810}<宜蘭縣@Yilan County>,0.04,0.45,89.1,－－,0.00049,0.46,0.15,<5,<1,42.7,7.1,5.27,11.1,ND,ND,49.5,0.02,ND,1,<1,0.00069,0.0003,ND,ND,<0.01,ND,<0.01,<0.01,0.0002,<0.0001,0.0022,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,<0.00001,ND,ND,ND,ND,ND,0.0119,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00105,Y
八區,0814,英士淨水場,英士淨水場(Yingshih)宜蘭縣大同鄉梵梵段[0862064]{0814}<宜蘭縣@Yilan County>,0.20,0.47,305,－－,0.00008,0.50,0.20,<5,<1,149,7.0,2.32,61.3,ND,ND,137,0.02,0.003,<1,<1,0.00020,0.0002,ND,ND,0.01,ND,<0.01,ND,0.0002,ND,0.0412,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0224,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00042,Y
八區,0820,澳花淨水場,澳花淨水場(Aohua)宜蘭縣南澳鄉澳花段674地號[0861125]{0820}<宜蘭縣@Yilan County>,ND,0.33,156,－－,0.00124,0.45,0.15,<5,<1,89.2,7.7,8.59,25.3,ND,ND,109,ND,ND,<1,<1,0.00017,0.0004,ND,ND,ND,ND,ND,ND,0.0013,<0.0001,0.0082,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0156,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00043,Y
九區,0901,娑婆礑淨水場,娑婆礑淨水場(Sapotang)花蓮縣秀林鄉水源村金嵐路2之1號[0961077]{0901}<花蓮縣@Hualien County>,0.03,0.39,132,<1,0.00093,0.41,0.20,<5,<1,89.7,8.1,2.69,12.4,ND,ND,100,0.03,0.001,1,<1,0.00017,0.0014,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0037,ND,0.0234,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0207,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00278,Y
九區,0916,鳳林淨水場,鳳林淨水場(Fonglin)花蓮縣鳳林鎮水源路136號[0944036]{0916}<花蓮縣@Hualien County>,0.04,0.32,72.1,<1,0.00036,0.44,0.15,<5,<1,43.8,8.1,4.28,8.18,ND,ND,47.4,0.01,ND,2,<1,0.00043,0.0002,ND,ND,<0.01,<0.01,<0.01,<0.01,<0.0001,ND,0.0020,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0154,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00015,ND,ND,ND,0.00397,Y
九區,0927,玉里淨水場,玉里淨水場(Yuli)花蓮縣玉里鎮玉里段152，217地號內[0946030]{0927}<花蓮縣@Hualien County>,0.08,0.63,167,<1,0.00082,0.45,0.25,<5,<1,113,7.7,3.91,25.7,ND,ND,120,0.03,0.002,<1,<1,0.00023,0.0006,0.0003,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0031,ND,0.0030,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0328,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00217,Y
九區,0901,壽豐淨水場,壽豐淨水場(Shoufeng)花蓮縣壽豐鄉豐裡村中山路151號[0961275]{0901}<花蓮縣@Hualien County>,0.04,0.47,157,<1,0.00082,0.48,0.15,<5,<1,116,8.2,4.83,10.6,ND,ND,122,0.01,ND,1,<1,0.00201,<0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0006,<0.0001,0.0171,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0265,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00285,Y
九區,0915,水璉淨水場,水璉淨水場(Shueilian)花蓮縣壽豐鄉水璉村東升段479地號[0961220]{0915}<花蓮縣@Hualien County>,0.32,0.11,349,－－,0.00223,0.48,0.20,<5,<1,224,8.1,31.4,40.8,ND,ND,179,ND,ND,2,<1,0.0289,ND,0.0002,ND,<0.01,<0.01,<0.01,<0.01,0.0006,ND,0.0038,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00002,ND,ND,ND,ND,ND,0.0204,ND,ND,ND,ND,0.00033,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0138,Y
九區,0931,池南淨水場,池南淨水場(Chihnan)花蓮縣壽豐鄉池南村壽豐段901地號[0961171]{0931}<花蓮縣@Hualien County>,0.03,0.35,121,－－,0.00064,0.42,0.15,<5,<1,94.6,8.1,4.72,11.2,ND,ND,103,0.01,ND,2,<1,0.00207,0.0001,ND,ND,<0.01,<0.01,<0.01,<0.01,0.0002,<0.0001,0.0240,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0203,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00266,Y
九區,0908,和平淨水場,和平淨水場(Heping)花蓮縣秀林鄉和平事業區第一林班地內[0961022]{0908}<花蓮縣@Hualien County>,0.13,0.18,370,－－,0.00086,0.48,0.15,<5,<1,182,7.8,23.6,95.6,ND,ND,255,0.03,<0.001,<1,<1,0.00032,ND,0.0008,ND,<0.01,<0.01,<0.01,<0.01,0.0006,ND,0.0131,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0239,ND,ND,ND,ND,0.00029,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00222,Y
九區,0934,松浦淨水場,松浦淨水場(Songpu)花蓮縣玉里鎮松蒲里觀音山段886地號內[0946058]{0934}<花蓮縣@Hualien County>,0.15,0.31,336,－－,0.00108,0.46,0.15,<5,<1,197,7.6,18.6,46.4,ND,ND,208,0.02,ND,1,<1,0.00046,0.0002,0.0002,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0003,ND,0.0051,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0153,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00291,Y
九區,0928,明里淨水場,明里淨水場(Mingli)花蓮縣富里鄉明里村100號[0946085]{0928}<花蓮縣@Hualien County>,0.14,0.62,374,－－,0.00093,0.52,0.15,<5,<1,216,7.6,19.6,82.8,ND,ND,265,<0.01,ND,<1,<1,0.00023,0.0002,0.0003,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0003,ND,0.0070,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0212,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00237,Y
九區,0924,富源淨水場,富源淨水場(Fuyuan)花蓮縣瑞穗鄉富源村廣東路175-79地號內[0944081]{0924}<花蓮縣@Hualien County>,0.03,0.23,140,－－,0.00090,0.49,0.15,<5,<1,80.1,8.1,3.23,19.2,ND,ND,92.9,0.01,ND,7,<1,0.00054,0.0003,0.0002,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0003,ND,0.0030,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0233,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00264,Y
九區,0926,港口淨水場,港口淨水場(Gangkou)花蓮縣豐濱鄉大港口110號[0944090]{0926}<花蓮縣@Hualien County>,0.07,0.28,260,－－,0.00048,0.42,0.20,<5,<1,157,8.0,18.0,25.5,ND,ND,163,0.01,ND,8,<1,0.00824,ND,0.0003,ND,<0.01,ND,<0.01,<0.01,<0.0001,ND,0.0017,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0237,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00497,Y
