區處別,系統代號,淨水場名稱,淨水場資訊,氟鹽(Fluoride),硝酸鹽氮(Nitrate),總溶解固體量(Total Dissolved Solids),糞便性大腸桿菌群(Fecal coliform),砷(Arsenic),自由有效餘氯(Free Chlorine Residual),濁度(Turbidity),色度(Color),臭度(Odor),總鹼度(Total Alkalinity),pH值(pH ),氯鹽(Chloride),硫酸鹽(Sulfate),氨氮(Ammonia),亞硝酸鹽氮(Nitrite),總硬度(Total Hardness),鐵(Iron),錳(Manganese),總菌落數(Total Bacterial Count),大腸桿菌群(Coliform Group),總三鹵甲烷(Total Trihalomethanes),鉛(Lead),硒(Selenium),汞(Mercury),鋅(Zinc),銀(Silver),銅(Copper),鉻(Chromium),鎳(Nickel),鎘(Cadmium),鋇(Barium),銻(Antimony),陰離子界面活性劑(Anionic Surfactants),靈丹(Lindane),安殺番(Endosulfan),巴拉刈(Paraquat),大利松(Diazinon),巴拉松(Parathion),一品松(EPN),氰鹽(Cyanate),酚(Phenols),達馬松(Methamidophos),丁基拉草(Butachlor),2，4-地(2，4-D),納乃得(Methomyl),滅必蝨(MIPC(Isoprocarb)),加保扶(Carbofuran),亞素靈(Monocrotophos),鋁(Aluminium),溴酸鹽(Bromate),三氯乙烯(Trichloroethene),四氯化碳(Carbon tetracholoride),1，1，1-三氯乙烷 (1，1，1-Trichloroethane),1，2-二氯乙烷(1，2-Dichloroethane),氯乙烯(Vinyl chloride),苯(Benzene),對-二氯苯(1，4-Dichlorobenzene),1，1-二氯乙烯(1，1-Dichloroethene),二氯甲烷(Dichloromethane),鄰-二氯苯(1，2-Dichlorbenzene),甲苯(Toluene),二甲苯(Xylene),順-1，2-二氯乙烯(cis-1，2-Dichloroethene),反-1，2-二氯乙烯(trans-1，2-Dichloroethene),四氯乙烯(Tetrachloroethene),鹵乙酸類(Haloacetic acids),水質合格否(Y/N)
八區,0815,四季淨水場,四季淨水場(Sihji)宜蘭縣大同鄉四季段[0862073]{0815}<宜蘭縣@Yilan County>,0.05,0.22,133,－－,0.00024,0.51,0.15,<5,<1,85.1,8,0.99,14,ND,ND,94.5,ND,ND,<1,<1,0.00307,ND,ND,ND,<0.01,ND,<0.01,ND,0.0003,<0.0001,0.003,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.019,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00453,Y
八區,0818,東澳淨水場,東澳淨水場(Dongao)宜蘭縣南澳鄉東岳段839地號[0861107]{0818}<宜蘭縣@Yilan County>,ND,0.46,115,－－,0.00191,0.46,0.15,<5,<1,69,7.2,4.69,13,ND,ND,82.5,0.02,0.002,<1,<1,0.00021,0.0006,ND,ND,<0.01,ND,<0.01,<0.01,0.0002,<0.0001,0.0089,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0113,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00053,Y
八區,0813,松羅淨水場,松羅淨水場(Songluo)宜蘭縣大同鄉松羅村松羅段[0862055]{0813}<宜蘭縣@Yilan County>,ND,0.33,59,－－,0.00009,0.52,0.2,<5,<1,24.5,7.7,1.88,12.3,ND,ND,35.1,<0.01,ND,3,<1,0.00122,0.0002,ND,ND,<0.01,ND,<0.01,ND,0.0003,<0.0001,0.0037,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0179,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00169,Y
八區,0819,金洋淨水場,金洋淨水場(Jinyang)宜蘭縣南澳鄉金洋段1-163地號[0861116]{0819}<宜蘭縣@Yilan County>,ND,0.6,101,－－,0.00121,0.47,0.15,<5,<1,52.4,7.3,4.55,12.2,ND,ND,61.1,<0.01,ND,<1,<1,0.00038,0.0005,ND,ND,ND,ND,ND,ND,0.0001,<0.0001,0.0026,ND,0.03,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0104,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0008,Y
八區,0816,南山淨水場,南山淨水場(Nanshan)宜蘭縣大同鄉南山段[0862082]{0816}<宜蘭縣@Yilan County>,0.06,0.15,323,－－,0.00022,0.47,0.15,<5,<1,157,8.3,1.06,81.3,ND,ND,236,ND,ND,<1,<1,0.00455,0.0003,ND,ND,<0.01,ND,<0.01,ND,0.0004,<0.0001,0.0097,0.0001,0.05,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0216,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00415,Y
八區,0810,碧侯淨水場,碧侯淨水場(Bihou)宜蘭縣南澳鄉南澳段1860-1地號[0861143]{0810}<宜蘭縣@Yilan County>,ND,0.43,85.4,－－,0.00043,0.47,0.15,<5,<1,40.6,7.2,5.23,10.6,ND,ND,46.7,0.02,ND,1,<1,0.00092,0.0003,ND,ND,ND,ND,<0.01,<0.01,0.0002,<0.0001,0.002,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0139,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0014,Y
八區,0814,英士淨水場,英士淨水場(Yingshih)宜蘭縣大同鄉梵梵段[0862064]{0814}<宜蘭縣@Yilan County>,0.19,0.45,289,－－,0.0001,0.48,0.2,<5,<1,143,7,2.32,60.9,ND,ND,136,0.02,0.002,<1,<1,0.0002,0.0001,ND,ND,0.02,ND,<0.01,ND,0.0003,<0.0001,0.0388,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0199,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00056,Y
八區,0820,澳花淨水場,澳花淨水場(Aohua)宜蘭縣南澳鄉澳花段674地號[0861125]{0820}<宜蘭縣@Yilan County>,ND,0.34,156,－－,0.00121,0.44,0.15,<5,<1,90.7,7.7,8.81,25.3,ND,ND,109,<0.01,ND,<1,<1,0.00023,0.0004,ND,ND,<0.01,ND,ND,ND,0.0016,<0.0001,0.0082,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0182,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00057,Y
九區,0901,娑婆礑淨水場,娑婆礑淨水場(Sapotang)花蓮縣秀林鄉水源村金嵐路2之1號[0961077]{0901}<花蓮縣@Hualien County>,0.02,0.4,133,<1,0.00092,0.39,0.2,<5,<1,88.9,8.1,2.67,12.2,ND,ND,99.1,0.03,0.001,1,<1,0.00023,0.0004,0.0002,ND,<0.01,<0.01,<0.01,<0.01,0.0047,ND,0.0226,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0191,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00282,Y
九區,0916,鳳林淨水場,鳳林淨水場(Fonglin)花蓮縣鳳林鎮水源路136號[0944036]{0916}<花蓮縣@Hualien County>,0.03,0.32,71.7,<1,0.00038,0.46,0.15,<5,<1,43.8,8.1,4.33,8.17,ND,ND,47.3,0.01,ND,2,<1,0.00057,ND,0.0001,ND,<0.01,<0.01,<0.01,ND,<0.0001,ND,0.002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0156,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00021,ND,ND,ND,0.00401,Y
九區,0927,玉里淨水場,玉里淨水場(Yuli)花蓮縣玉里鎮玉里段152，217地號內[0946030]{0927}<花蓮縣@Hualien County>,0.07,0.65,165,<1,0.00082,0.46,0.2,<5,<1,113,7.7,4.07,25.4,ND,ND,120,0.03,0.002,<1,<1,0.00023,0.0006,0.0003,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0031,ND,0.003,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0349,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00217,Y
九區,0901,壽豐淨水場,壽豐淨水場(Shoufeng)花蓮縣壽豐鄉豐裡村中山路151號[0961275]{0901}<花蓮縣@Hualien County>,0.04,0.47,156,<1,0.00087,0.47,0.2,<5,<1,116,8.2,4.83,10.5,ND,ND,122,0.01,ND,1,<1,0.00233,ND,0.0002,ND,<0.01,<0.01,<0.01,<0.01,0.0006,ND,0.0169,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0282,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00269,Y
九區,0915,水璉淨水場,水璉淨水場(Shueilian)花蓮縣壽豐鄉水璉村東升段479地號[0961220]{0915}<花蓮縣@Hualien County>,0.36,0.1,348,－－,0.00227,0.45,0.15,<5,<1,225,8.1,31.9,40.5,ND,ND,175,ND,ND,2,<1,0.0286,ND,0.0002,ND,<0.01,<0.01,<0.01,<0.01,0.0007,ND,0.004,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.017,ND,ND,ND,ND,0.00022,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0122,Y
九區,0931,池南淨水場,池南淨水場(Chihnan)花蓮縣壽豐鄉池南村壽豐段901地號[0961171]{0931}<花蓮縣@Hualien County>,0.03,0.36,121,－－,0.00066,0.42,0.15,<5,<1,93.9,8.1,4.71,11.2,ND,ND,103,0.02,ND,2,<1,0.00248,ND,0.0003,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0236,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.022,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00255,Y
九區,0908,和平淨水場,和平淨水場(Heping)花蓮縣秀林鄉和平事業區第一林班地內[0961022]{0908}<花蓮縣@Hualien County>,0.13,0.17,372,－－,0.00095,0.45,0.15,<5,<1,182,7.7,23.6,100,ND,ND,255,0.02,<0.001,<1,<1,0.00021,ND,0.0008,ND,<0.01,<0.01,<0.01,<0.01,0.0007,ND,0.0146,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0199,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00212,Y
九區,0934,松浦淨水場,松浦淨水場(Songpu)花蓮縣玉里鎮松蒲里觀音山段886地號內[0946058]{0934}<花蓮縣@Hualien County>,0.15,0.29,347,－－,0.00108,0.47,0.1,<5,<1,202,7.6,19.4,46.6,ND,ND,214,0.01,ND,<1,<1,0.00046,0.0002,0.0002,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0003,ND,0.0051,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0124,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00291,Y
九區,0928,明里淨水場,明里淨水場(Mingli)花蓮縣富里鄉明里村100號[0946085]{0928}<花蓮縣@Hualien County>,0.14,0.65,370,－－,0.00093,0.52,0.1,<5,<1,214,7.6,19.7,84.4,ND,ND,266,ND,ND,<1,<1,0.00023,0.0002,0.0003,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0003,ND,0.007,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0184,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00237,Y
九區,0924,富源淨水場,富源淨水場(Fuyuan)花蓮縣瑞穗鄉富源村廣東路175-79地號內[0944081]{0924}<花蓮縣@Hualien County>,0.03,0.24,140,－－,0.0009,0.5,0.1,<5,<1,79.7,8.1,3.39,19,ND,ND,92.4,0.01,ND,8,<1,0.00054,0.0003,0.0002,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0003,ND,0.003,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0235,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00264,Y
九區,0926,港口淨水場,港口淨水場(Gangkou)花蓮縣豐濱鄉大港口110號[0944090]{0926}<花蓮縣@Hualien County>,0.06,0.3,261,－－,0.00055,0.41,0.2,<5,<1,159,8,19.3,27.7,ND,ND,162,0.01,ND,7,<1,0.00772,ND,0.0002,ND,<0.01,ND,<0.01,<0.01,0.0002,ND,0.0019,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0216,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00587,Y
九區,0923,紅葉淨水場,紅葉淨水場(Hongye)花蓮縣萬榮鄉紅葉村紅葉段908-1及909-1地號[0946116]{0923}<花蓮縣@Hualien County>,0.05,0.26,129,－－,0.00053,0.41,0.1,<5,<1,73.3,8,3.37,19.3,ND,ND,86.1,0.01,0.001,16,<1,0.00092,0.0006,0.0003,<0.0001,<0.01,<0.01,<0.01,<0.01,0.0006,ND,0.0018,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.031,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00382,Y
九區,0922,新社淨水場,新社淨水場(Sinshe)花蓮縣豐濱鄉新社94-1號[0944063]{0922}<花蓮縣@Hualien County>,0.43,0.12,237,－－,0.00037,0.52,0.35,<5,<1,123,8.2,29,5.31,ND,ND,27,0.05,0.001,6,<1,0.0104,ND,0.0001,ND,<0.01,<0.01,<0.01,<0.01,0.0002,ND,0.0004,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0767,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00718,Y
十區,1001,利嘉淨水場,利嘉淨水場(Leichia)臺東縣卑南鄉利嘉路575號[1047012]{1001}<臺東縣@Taitung County>,0.09,0.37,331,<1,0.0003,0.62,0.25,<5,<1,113,8,5.05,36.4,ND,ND,218,0.03,ND,<1,<1,0.00096,0.0007,ND,0.0003,ND,ND,<0.01,<0.01,0.0009,<0.0001,0.0033,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0234,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00155,Y
十區,1034,成功淨水場,成功淨水場(Chengkung)臺東縣成功鎮高台路60-1號[1045018]{1034}<臺東縣@Taitung County>,0.13,0.31,227,<1,0.00072,0.58,0.5,<5,<1,86.5,7.7,26.5,26.9,ND,ND,74.8,0.12,ND,<1,<1,0.00664,0.0006,0.0013,0.0002,ND,ND,<0.01,<0.01,0.0005,<0.0001,0.0014,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0511,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00048,ND,ND,ND,0.00583,Y
十區,1026,正興淨水場,正興淨水場(Chenghsin)臺東縣金峰鄉正興村90號[1046042]{1026}<臺東縣@Taitung County>,0.12,1.13,320,<1,0.00023,0.46,0.15,<5,<1,120,7.2,8.37,92.8,ND,ND,195,0.03,ND,<1,<1,ND,0.0007,0.0013,0.0002,0.01,ND,<0.01,<0.01,0.0006,<0.0001,0.003,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0126,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00092,Y
十區,1027,大溪淨水場,大溪淨水場(Dasi)臺東縣達仁鄉台板村拉力板段209地號[1046051]{1027}<臺東縣@Taitung County>,0.1,1.1,236,－－,0.0003,0.38,0.2,<5,<1,120,8.3,9.59,29.5,ND,ND,125,ND,ND,<1,<1,0.00371,ND,ND,0.0003,<0.01,ND,ND,<0.01,ND,<0.0001,0.0059,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0178,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00311,Y
十區,1043,土板淨水場,土板淨水場(Tuban)臺東縣達仁鄉土板村都哇拔段76、79、80地號[1046100]{1043}<臺東縣@Taitung County>,0.08,1.13,292,－－,0.00023,0.41,0.15,<5,<1,129,7.7,6.26,69.8,ND,ND,192,0.03,ND,<1,<1,0.0002,ND,ND,0.0003,<0.01,ND,<0.01,<0.01,0.0002,<0.0001,0.0034,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0175,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00092,Y
十區,1023,和平淨水場,和平淨水場(Heping)臺東縣大武鄉大武村復興段598地號[1046015]{1023}<臺東縣@Taitung County>,0.06,0.56,238,－－,0.00019,0.39,0.15,<5,<1,119,7.5,5.84,28.5,ND,ND,139,0.03,ND,<1,<1,ND,0.0001,0.0013,0.0002,<0.01,ND,ND,<0.01,ND,<0.0001,0.0022,<0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0164,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0007,Y
十區,1032,安朔淨水場,安朔淨水場(Anshuo)臺東縣達仁鄉安朔段437地號[1046033]{1032}<臺東縣@Taitung County>,0.08,0.63,199,－－,0.00008,0.38,0.15,<5,<1,102,7.4,9.46,21.6,ND,ND,103,0.02,ND,<1,<1,ND,0.0001,ND,0.0002,<0.01,ND,<0.01,ND,0.0011,<0.0001,0.0033,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0137,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00105,Y
十區,1015,池上淨水場,池上淨水場(Chihshang)臺東縣池上鄉新興路86號[1043014]{1015}<臺東縣@Taitung County>,0.06,0.76,380,－－,0.00035,0.4,0.2,<5,<1,209,7,10,142,ND,ND,247,0.02,ND,<1,<1,0.00024,ND,0.0015,ND,<0.01,ND,<0.01,ND,0.0007,ND,0.0036,0.0001,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0124,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00118,Y
十區,1048,利稻淨水場,利稻淨水場(Lidao)臺東縣海端鄉利稻村利稻段265-1地號[1043078]{1048}<臺東縣@Taitung County>,0.06,0.68,389,－－,0.00067,0.43,0.15,<5,<1,109,8,5.73,119,ND,ND,280,0.03,ND,<1,<1,0.00024,ND,ND,ND,<0.01,ND,<0.01,ND,0.0016,ND,0.0044,0.0002,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0255,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00122,Y
十區,1002,初鹿淨水場,初鹿淨水場(Chulu)臺東縣卑南鄉明峰村忠孝路22號[1047107]{1002}<臺東縣@Taitung County>,0.16,1.99,199,－－,0.00021,0.47,0.2,<5,<1,100,7.3,7.19,17.6,ND,ND,108,0.03,ND,<1,<1,ND,ND,ND,ND,0.01,ND,<0.01,<0.01,0.0008,ND,0.0026,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00887,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00082,Y
十區,1025,金崙淨水場,金崙淨水場(Jinlun)臺東縣太麻里鄉金崙段796地號[1046079]{1025}<臺東縣@Taitung County>,0.08,1.06,215,－－,0.00029,0.37,0.2,<5,<1,108,8.1,7.92,30.3,ND,ND,123,ND,ND,<1,<1,0.00108,ND,ND,0.0002,<0.01,ND,ND,<0.01,ND,<0.0001,0.003,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.0213,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.00199,Y
